Matricula,Turno,Estado,Modalidad,Estado2,Adeudo,Divisa,TotalAdeudo
10242775,Matutino,Activo,Doctorado,MATRICULADO,5860,1,5860
10242940,Matutino,Activo,Doctorado,MATRICULADO,5860,1,5860
10243736,Matutino,Activo,Doctorado,MATRICULADO,-145,1,-145
10244296,Matutino,Activo,Doctorado,MATRICULADO,-324.4,1,-324.4
10247731,Matutino,Activo,Doctorado,MATRICULADO,11488,1,11488
10248832,Matutino,Activo,Doctorado,MATRICULADO,6228,1,6228
10249214,Matutino,Activo,Doctorado,MATRICULADO,5230,1,5230
10250033,Matutino,Activo,Doctorado,MATRICULADO,4460,1,4460
10250058,Matutino,Activo,Doctorado,MATRICULADO,5564,1,5564
280252247,Vespertino,Activo,Doctorado,MATRICULADO,156820,0.026,4077.32
280253335,Vespertino,Activo,Doctorado,MATRICULADO,148979,0.026,3873.454
280255139,Vespertino,Activo,Doctorado,MATRICULADO,16744,0.026,435.344
280260282,Vespertino,Activo,Doctorado,MATRICULADO,156820,0.026,4077.32
280265812,Vespertino,Activo,Doctorado,MATRICULADO,-3900,0.026,-101.4
280275325,Vespertino,Activo,Doctorado,MATRICULADO,535910,0.026,13933.66
280276419,Vespertino,Activo,Doctorado,MATRICULADO,356282,0.026,9263.332
280279391,Vespertino,Activo,Doctorado,MATRICULADO,166487,0.026,4328.662
200260069,Vespertino,Activo,Doctorado,MATRICULADO,-0.2,0.0052,-0.00104
200265339,Vespertino,Activo,Doctorado,MATRICULADO,-1139448,0.0052,-5925.1296
200266145,Vespertino,Activo,Doctorado,MATRICULADO,-5356308,0.0052,-27852.8016
200267175,Vespertino,Activo,Doctorado,MATRICULADO,290117,0.0052,1508.6084
200268008,Vespertino,Activo,Doctorado,MATRICULADO,725293,0.0052,3771.5236
200269465,Vespertino,Activo,Doctorado,MATRICULADO,763114,0.0052,3968.1928
200270168,Vespertino,Activo,Doctorado,MATRICULADO,0.8,0.0052,0.00416
200270632,Vespertino,Activo,Doctorado,MATRICULADO,725293,0.0052,3771.5236
200270659,Vespertino,Activo,Doctorado,MATRICULADO,725293,0.0052,3771.5236
200270750,Vespertino,Activo,Doctorado,MATRICULADO,2328192,0.0052,12106.5984
200272769,Vespertino,Activo,Doctorado,MATRICULADO,1501357,0.0052,7807.0564
200279357,Vespertino,Activo,Doctorado,MATRICULADO,594930,0.0052,3093.636
240255394,Vespertino,Activo,Doctorado,MATRICULADO,670,5.07,3396.9
240267608,Vespertino,Activo,Doctorado,MATRICULADO,3662,5.07,18566.34
10002494,Vespertino,Activo,Doctorado,MATRICULADO,4930,1,4930
10006508,Vespertino,Activo,Doctorado,MATRICULADO,5230,1,5230
10023338,Vespertino,Activo,Doctorado,MATRICULADO,-6976,1,-6976
10035943,Vespertino,Activo,Doctorado,MATRICULADO,3704,1,3704
10041805,Vespertino,Activo,Doctorado,MATRICULADO,5175,1,5175
10078692,Vespertino,Activo,Doctorado,MATRICULADO,5226,1,5226
10087512,Vespertino,Activo,Doctorado,EGRESADO,-1558,1,-1558
10090992,Vespertino,Activo,Doctorado,MATRICULADO,6005,1,6005
10203546,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10244901,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10251597,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10252074,Vespertino,Activo,Doctorado,MATRICULADO,11488,1,11488
10256305,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10256511,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10256694,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10258487,Vespertino,Activo,Doctorado,MATRICULADO,-6736,1,-6736
10258493,Vespertino,Activo,Doctorado,MATRICULADO,5185,1,5185
10260146,Vespertino,Activo,Doctorado,MATRICULADO,791,1,791
10261874,Vespertino,Activo,Doctorado,MATRICULADO,5230,1,5230
10263968,Vespertino,Activo,Doctorado,MATRICULADO,7923,1,7923
10264099,Vespertino,Activo,Doctorado,MATRICULADO,6491,1,6491
10264520,Vespertino,Activo,Doctorado,MATRICULADO,6060,1,6060
10266614,Vespertino,Activo,Doctorado,MATRICULADO,5210,1,5210
10266622,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10267013,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10268073,Vespertino,Activo,Doctorado,MATRICULADO,6900,1,6900
10268900,Vespertino,Activo,Doctorado,MATRICULADO,-40639,1,-40639
10270372,Vespertino,Activo,Doctorado,MATRICULADO,5230,1,5230
10270676,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10270747,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10271714,Vespertino,Activo,Doctorado,MATRICULADO,6060,1,6060
10272180,Vespertino,Activo,Doctorado,MATRICULADO,6060,1,6060
10272777,Vespertino,Activo,Doctorado,MATRICULADO,5430,1,5430
10273270,Vespertino,Activo,Doctorado,MATRICULADO,5430,1,5430
10273716,Vespertino,Activo,Doctorado,MATRICULADO,5941,1,5941
10275582,Vespertino,Activo,Doctorado,MATRICULADO,5430,1,5430
10276107,Vespertino,Activo,Doctorado,MATRICULADO,-2607,1,-2607
10276243,Vespertino,Activo,Doctorado,MATRICULADO,800,1,800
10276370,Vespertino,Activo,Doctorado,MATRICULADO,-29463,1,-29463
10018584,Vespertino,Activo,Doctorado,MATRICULADO,6181,1,6181
10022857,Vespertino,Activo,Doctorado,MATRICULADO,4451,1,4451
10098314,Vespertino,Activo,Doctorado,MATRICULADO,5231,1,5231
10220411,Vespertino,Activo,Doctorado,MATRICULADO,-6825,1,-6825
10222782,Vespertino,Activo,Doctorado,MATRICULADO,5010,1,5010
10222884,Vespertino,Activo,Doctorado,MATRICULADO,6262,1,6262
10225338,Vespertino,Activo,Doctorado,MATRICULADO,5392,1,5392
10229443,Vespertino,Activo,Doctorado,MATRICULADO,5892,1,5892
10232560,Vespertino,Activo,Doctorado,MATRICULADO,7430,1,7430
10235521,Vespertino,Activo,Doctorado,MATRICULADO,2144,1,2144
10237525,Vespertino,Activo,Doctorado,MATRICULADO,600,1,600
10239005,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10239196,Vespertino,Activo,Doctorado,MATRICULADO,5860,1,5860
10249207,Vespertino,Activo,Doctorado,MATRICULADO,5230,1,5230
280285495,Matutino,Activo,Maestria,MATRICULADO,140817,0.026,3661.242
280295208,Matutino,Activo,Maestria,MATRICULADO,140817,0.026,3661.242
280299335,Matutino,Activo,Maestria,MATRICULADO,291491,0.026,7578.766
280300028,Matutino,Activo,Maestria,MATRICULADO,296420,0.026,7706.92
280301140,Matutino,Activo,Maestria,MATRICULADO,140817,0.026,3661.242
280303093,Matutino,Activo,Maestria,MATRICULADO,140817,0.026,3661.242
200252386,Matutino,Activo,Maestria,MATRICULADO,1103381,0.0052,5737.5812
200284063,Matutino,Activo,Maestria,MATRICULADO,1402356,0.0052,7292.2512
200294388,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200294421,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200294687,Matutino,Activo,Maestria,MATRICULADO,1047050,0.0052,5444.66
200294889,Matutino,Activo,Maestria,MATRICULADO,1106941,0.0052,5756.0932
200295201,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200295680,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200295981,Matutino,Activo,Maestria,MATRICULADO,1643869,0.0052,8548.1188
200296136,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200296434,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200296631,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200296889,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200297625,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200297697,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200298320,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200298676,Matutino,Activo,Maestria,MATRICULADO,1047050,0.0052,5444.66
200299267,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200300448,Matutino,Activo,Maestria,MATRICULADO,560172,0.0052,2912.8944
200301752,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200302102,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200302998,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200303849,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200304662,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200307240,Matutino,Activo,Maestria,MATRICULADO,1439003,0.0052,7482.8156
200307243,Matutino,Activo,Maestria,MATRICULADO,1439003,0.0052,7482.8156
280280430,Matutino,Activo,Maestria,MATRICULADO,281634,0.026,7322.484
280281144,Matutino,Activo,Maestria,MATRICULADO,281634,0.026,7322.484
280292337,Matutino,Activo,Maestria,MATRICULADO,281634,0.026,7322.484
200278900,Matutino,Activo,Maestria,MATRICULADO,630919,0.0052,3280.7788
200281507,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200281879,Matutino,Activo,Maestria,MATRICULADO,1327775,0.0052,6904.43
200282138,Matutino,Activo,Maestria,MATRICULADO,2403900,0.0052,12500.28
200283711,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200283915,Matutino,Activo,Maestria,MATRICULADO,1851483,0.0052,9627.7116
200284018,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200284224,Matutino,Activo,Maestria,MATRICULADO,2448594,0.0052,12732.6888
200284751,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200284756,Matutino,Activo,Maestria,MATRICULADO,2448594,0.0052,12732.6888
200284787,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200285246,Matutino,Activo,Maestria,MATRICULADO,2448594,0.0052,12732.6888
200285380,Matutino,Activo,Maestria,MATRICULADO,1364897,0.0052,7097.4644
200285648,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200285837,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200286281,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200286301,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200286436,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200286768,Matutino,Activo,Maestria,MATRICULADO,1437097,0.0052,7472.9044
200287021,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200287180,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200287500,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200290601,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200290792,Matutino,Activo,Maestria,MATRICULADO,2803900,0.0052,14580.28
200290973,Matutino,Activo,Maestria,MATRICULADO,1364897,0.0052,7097.4644
200291101,Matutino,Activo,Maestria,MATRICULADO,2471838,0.0052,12853.5576
200291284,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200291297,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200291709,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200291713,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200291815,Matutino,Activo,Maestria,MATRICULADO,-1095806,0.0052,-5698.1912
200291840,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200292144,Matutino,Activo,Maestria,MATRICULADO,2448594,0.0052,12732.6888
200292174,Matutino,Activo,Maestria,MATRICULADO,1888422,0.0052,9819.7944
200292408,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200292490,Matutino,Activo,Maestria,MATRICULADO,2448594,0.0052,12732.6888
200292998,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200293223,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200293395,Matutino,Activo,Maestria,MATRICULADO,1187650,0.0052,6175.78
200293457,Matutino,Activo,Maestria,MATRICULADO,630919,0.0052,3280.7788
200293695,Matutino,Activo,Maestria,MATRICULADO,2511196,0.0052,13058.2192
200293935,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
290280540,Matutino,Activo,Maestria,MATRICULADO,1078,19.88,21430.64
290283686,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290283690,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290284892,Matutino,Activo,Maestria,MATRICULADO,400,19.88,7952
290286160,Matutino,Activo,Maestria,MATRICULADO,650,19.88,12922
290286225,Matutino,Activo,Maestria,MATRICULADO,1046,19.88,20794.48
290286548,Matutino,Activo,Maestria,MATRICULADO,475,19.88,9443
290286561,Matutino,Activo,Maestria,MATRICULADO,80,19.88,1590.4
290286898,Matutino,Activo,Maestria,MATRICULADO,475,19.88,9443
290286983,Matutino,Activo,Maestria,MATRICULADO,564,19.88,11212.32
290289322,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290289329,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290291187,Matutino,Activo,Maestria,MATRICULADO,400,19.88,7952
290291379,Matutino,Activo,Maestria,MATRICULADO,174,19.88,3459.12
290293109,Matutino,Activo,Maestria,MATRICULADO,200,19.88,3976
290293198,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
200221384,Matutino,Activo,Maestria,MATRICULADO,922938,0.0052,4799.2776
200234453,Matutino,Activo,Maestria,MATRICULADO,4049417,0.0052,21056.9684
200252306,Matutino,Activo,Maestria,MATRICULADO,1640656,0.0052,8531.4112
200252315,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200253620,Matutino,Activo,Maestria,MATRICULADO,242535,0.0052,1261.182
200253625,Matutino,Activo,Maestria,MATRICULADO,655598,0.0052,3409.1096
200253626,Matutino,Activo,Maestria,MATRICULADO,72789,0.0052,378.5028
200253629,Matutino,Activo,Maestria,MATRICULADO,242627,0.0052,1261.6604
200253831,Matutino,Activo,Maestria,MATRICULADO,-0.6,0.0052,-0.00312
200254042,Matutino,Activo,Maestria,MATRICULADO,576241,0.0052,2996.4532
200254172,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200254451,Matutino,Activo,Maestria,MATRICULADO,242627,0.0052,1261.6604
200255550,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255908,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255951,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255987,Matutino,Activo,Maestria,MATRICULADO,3349417,0.0052,17416.9684
200258597,Matutino,Activo,Maestria,MATRICULADO,3916311,0.0052,20364.8172
200259244,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200259994,Matutino,Activo,Maestria,MATRICULADO,3052243,0.0052,15871.6636
200265824,Matutino,Activo,Maestria,MATRICULADO,2552243,0.0052,13271.6636
200267631,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200267823,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200268350,Matutino,Activo,Maestria,MATRICULADO,156139,0.0052,811.9228
200270442,Matutino,Activo,Maestria,MATRICULADO,3085797,0.0052,16046.1444
200270726,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200272155,Matutino,Activo,Maestria,MATRICULADO,-3549535,0.0052,-18457.582
200273142,Matutino,Activo,Maestria,MATRICULADO,649029,0.0052,3374.9508
200273698,Matutino,Activo,Maestria,MATRICULADO,741529,0.0052,3855.9508
200273988,Matutino,Activo,Maestria,MATRICULADO,2073820,0.0052,10783.864
200274596,Matutino,Activo,Maestria,MATRICULADO,2454664,0.0052,12764.2528
200274633,Matutino,Activo,Maestria,MATRICULADO,2795967,0.0052,14539.0284
200275213,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200275241,Matutino,Activo,Maestria,MATRICULADO,1869261,0.0052,9720.1572
200275273,Matutino,Activo,Maestria,MATRICULADO,2795967,0.0052,14539.0284
200277294,Matutino,Activo,Maestria,MATRICULADO,1328250,0.0052,6906.9
200278609,Matutino,Activo,Maestria,MATRICULADO,2131842,0.0052,11085.5784
200279038,Matutino,Activo,Maestria,MATRICULADO,3356139,0.0052,17451.9228
200279581,Matutino,Activo,Maestria,MATRICULADO,3347829,0.0052,17408.7108
200279640,Matutino,Activo,Maestria,MATRICULADO,1374739,0.0052,7148.6428
290270866,Matutino,Activo,Maestria,MATRICULADO,63,19.88,1252.44
290273594,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290276099,Matutino,Activo,Maestria,MATRICULADO,514,19.88,10218.32
290276256,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290276964,Matutino,Activo,Maestria,MATRICULADO,-1252,19.88,-24889.76
290277699,Matutino,Activo,Maestria,MATRICULADO,-243,19.88,-4830.84
290278019,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290278774,Matutino,Activo,Maestria,MATRICULADO,236,19.88,4691.68
290278790,Matutino,Activo,Maestria,MATRICULADO,-1228,19.88,-24412.64
290279240,Matutino,Activo,Maestria,MATRICULADO,1331,19.88,26460.28
240267672,Matutino,Activo,Maestria,MATRICULADO,968,5.07,4907.76
200256065,Matutino,Activo,Maestria,MATRICULADO,-3119284,0.0052,-16220.2768
200259339,Matutino,Activo,Maestria,MATRICULADO,5347475,0.0052,27806.87
200259421,Matutino,Activo,Maestria,MATRICULADO,1947087,0.0052,10124.8524
200260255,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200261144,Matutino,Activo,Maestria,MATRICULADO,649029,0.0052,3374.9508
200262023,Matutino,Activo,Maestria,MATRICULADO,606137,0.0052,3151.9124
200262024,Matutino,Activo,Maestria,MATRICULADO,1255627,0.0052,6529.2604
200263247,Matutino,Activo,Maestria,MATRICULADO,2586274,0.0052,13448.6248
200264395,Matutino,Activo,Maestria,MATRICULADO,3151714,0.0052,16388.9128
240259441,Matutino,Activo,Maestria,MATRICULADO,452,5.07,2291.64
280249409,Matutino,Activo,Maestria,MATRICULADO,131150,0.026,3409.9
280249440,Matutino,Activo,Maestria,MATRICULADO,194707,0.026,5062.382
280250137,Matutino,Activo,Maestria,MATRICULADO,-6140,0.026,-159.64
200281509,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200287216,Matutino,Activo,Maestria,MATRICULADO,560172,0.0052,2912.8944
200293300,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200293302,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200294027,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200294482,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200294518,Matutino,Activo,Maestria,MATRICULADO,560172,0.0052,2912.8944
200294695,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200294783,Matutino,Activo,Maestria,MATRICULADO,1083697,0.0052,5635.2244
200294795,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200306587,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200307816,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
200308347,Matutino,Activo,Maestria,MATRICULADO,523525,0.0052,2722.33
280264676,Matutino,Activo,Maestria,MATRICULADO,131150,0.026,3409.9
280275244,Matutino,Activo,Maestria,MATRICULADO,452022,0.026,11752.572
280275510,Matutino,Activo,Maestria,MATRICULADO,140817,0.026,3661.242
280279449,Matutino,Activo,Maestria,MATRICULADO,-225308,0.026,-5858.008
200258603,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200259843,Matutino,Activo,Maestria,MATRICULADO,4049417,0.0052,21056.9684
200261495,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200263857,Matutino,Activo,Maestria,MATRICULADO,3550830,0.0052,18464.316
200263961,Matutino,Activo,Maestria,MATRICULADO,3049417,0.0052,15856.9684
200264120,Matutino,Activo,Maestria,MATRICULADO,242633,0.0052,1261.6916
200264825,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200264949,Matutino,Activo,Maestria,MATRICULADO,4049417,0.0052,21056.9684
200265300,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200265307,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200265826,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200266543,Matutino,Activo,Maestria,MATRICULADO,0,0.0052,0
200267158,Matutino,Activo,Maestria,MATRICULADO,843138,0.0052,4384.3176
200268351,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200268369,Matutino,Activo,Maestria,MATRICULADO,3052243,0.0052,15871.6636
200268403,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200269206,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200270171,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200270213,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200270323,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200270480,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200270639,Matutino,Activo,Maestria,MATRICULADO,4350301,0.0052,22621.5652
200271951,Matutino,Activo,Maestria,MATRICULADO,1374739,0.0052,7148.6428
200276285,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
200276973,Matutino,Activo,Maestria,MATRICULADO,2905522,0.0052,15108.7144
200278231,Matutino,Activo,Maestria,MATRICULADO,664125,0.0052,3453.45
280255784,Matutino,Activo,Maestria,MATRICULADO,131150,0.026,3409.9
280260035,Matutino,Activo,Maestria,MATRICULADO,131148,0.026,3409.848
200243584,Matutino,Activo,Maestria,MATRICULADO,639020,0.0052,3322.904
200252480,Matutino,Activo,Maestria,MATRICULADO,3810143,0.0052,19812.7436
200252501,Matutino,Activo,Maestria,MATRICULADO,1300607.4,0.0052,6763.15848
200252592,Matutino,Activo,Maestria,MATRICULADO,4848888,0.0052,25214.2176
200252667,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200252707,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200252746,Matutino,Activo,Maestria,MATRICULADO,5357317,0.0052,27858.0484
200253091,Matutino,Activo,Maestria,MATRICULADO,4360143,0.0052,22672.7436
200253280,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200253495,Matutino,Activo,Maestria,MATRICULADO,-740231,0.0052,-3849.2012
200254206,Matutino,Activo,Maestria,MATRICULADO,603270,0.0052,3137.004
200254325,Matutino,Activo,Maestria,MATRICULADO,649029,0.0052,3374.9508
200254361,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200254398,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200254713,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200254738,Matutino,Activo,Maestria,MATRICULADO,4848888,0.0052,25214.2176
200254761,Matutino,Activo,Maestria,MATRICULADO,2553656,0.0052,13279.0112
200255003,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255368,Matutino,Activo,Maestria,MATRICULADO,-2041104,0.0052,-10613.7408
200255448,Matutino,Activo,Maestria,MATRICULADO,1444589,0.0052,7511.8628
200255471,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255551,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200255623,Matutino,Activo,Maestria,MATRICULADO,4150301,0.0052,21581.5652
200255739,Matutino,Activo,Maestria,MATRICULADO,1904627,0.0052,9904.0604
200256081,Matutino,Activo,Maestria,MATRICULADO,1298058,0.0052,6749.9016
200256298,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200256326,Matutino,Activo,Maestria,MATRICULADO,2345145,0.0052,12194.754
200256379,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200256456,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200257082,Matutino,Activo,Maestria,MATRICULADO,1904627,0.0052,9904.0604
200257143,Matutino,Activo,Maestria,MATRICULADO,4747475,0.0052,24686.87
200257482,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200257646,Matutino,Activo,Maestria,MATRICULADO,1340487,0.0052,6970.5324
200258237,Matutino,Activo,Maestria,MATRICULADO,4881506,0.0052,25383.8312
200258253,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200258262,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200258358,Matutino,Activo,Maestria,MATRICULADO,681647,0.0052,3544.5644
200258529,Matutino,Activo,Maestria,MATRICULADO,888622,0.0052,4620.8344
200258725,Matutino,Activo,Maestria,MATRICULADO,629020,0.0052,3270.904
200258745,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200258778,Matutino,Activo,Maestria,MATRICULADO,1153656,0.0052,5999.0112
200258783,Matutino,Activo,Maestria,MATRICULADO,556240,0.0052,2892.448
200258802,Matutino,Activo,Maestria,MATRICULADO,493857,0.0052,2568.0564
200259046,Matutino,Activo,Maestria,MATRICULADO,4317683,0.0052,22451.9516
200259157,Matutino,Activo,Maestria,MATRICULADO,2553656,0.0052,13279.0112
200259336,Matutino,Activo,Maestria,MATRICULADO,5347475,0.0052,27806.87
200259384,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200259715,Matutino,Activo,Maestria,MATRICULADO,649029,0.0052,3374.9508
200259944,Matutino,Activo,Maestria,MATRICULADO,-2577918.2,0.0052,-13405.17464
200260010,Matutino,Activo,Maestria,MATRICULADO,519850,0.0052,2703.22
200260320,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200260328,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200260350,Matutino,Activo,Maestria,MATRICULADO,576241,0.0052,2996.4532
200260546,Matutino,Activo,Maestria,MATRICULADO,3518444,0.0052,18295.9088
200260914,Matutino,Activo,Maestria,MATRICULADO,3851714,0.0052,20028.9128
200261227,Matutino,Activo,Maestria,MATRICULADO,3884332,0.0052,20198.5264
200261269,Matutino,Activo,Maestria,MATRICULADO,604446,0.0052,3143.1192
200261323,Matutino,Activo,Maestria,MATRICULADO,5347475,0.0052,27806.87
200261450,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200261485,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200261638,Matutino,Activo,Maestria,MATRICULADO,1255598,0.0052,6529.1096
200261819,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200262184,Matutino,Activo,Maestria,MATRICULADO,-832212.8,0.0052,-4327.50656
200262253,Matutino,Activo,Maestria,MATRICULADO,3884332,0.0052,20198.5264
200262654,Matutino,Activo,Maestria,MATRICULADO,1298058,0.0052,6749.9016
200262658,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
200262756,Matutino,Activo,Maestria,MATRICULADO,606569,0.0052,3154.1588
240252415,Matutino,Activo,Maestria,MATRICULADO,452,5.07,2291.64
240253339,Matutino,Activo,Maestria,MATRICULADO,452,5.07,2291.64
200230745,Matutino,Activo,Maestria,MATRICULADO,1903948,0.0052,9900.5296
200231611,Matutino,Activo,Maestria,MATRICULADO,576241,0.0052,2996.4532
